53.357101,-6.288648,12000000000
53.356911,-6.288477,33000000000
53.355919,-6.287825,52000000000
53.353977,-6.286199,70000000000
53.352253,-6.283805,94000000000
53.351826,-6.283391,110000000000
53.350796,-6.282218,131000000000
53.35046,-6.281875,153000000000
53.348633,-6.282017,172000000000
53.347733,-6.28225,192000000000
53.347588,-6.282292,217000000000
53.347221,-6.282412,231000000000
53.347221,-6.282412,253000000000
53.347221,-6.282412,272000000000
53.346779,-6.281567,292000000000
53.34671,-6.280872,311000000000
53.346142,-6.277854,333000000000
53.345695,-6.274833,356000000000
53.34557,-6.271896,372000000000
53.345749,-6.270293,394000000000
53.345886,-6.269229,411000000000
53.346001,-6.268374,431000000000
53.346184,-6.266146,452000000000
53.346478,-6.263906,480000000000
53.346882,-6.26195,491000000000
53.346882,-6.26195,511000000000
53.346882,-6.26195,534000000000
53.347221,-6.260511,550000000000
53.347507,-6.259408,624000000000
53.347343,-6.258967,645000000000
53.346554,-6.258306,663000000000
53.345402,-6.258235,702000000000
53.345402,-6.258235,725000000000
53.345276,-6.258518,745000000000
53.345184,-6.258687,763000000000
53.344482,-6.259509,784000000000
53.343285,-6.259186,802000000000
53.342686,-6.256725,824000000000
53.342617,-6.256422,845000000000
53.342613,-6.256408,864000000000
53.342304,-6.255076,886000000000
53.341354,-6.254989,905000000000
53.340168,-6.255665,923000000000
53.339985,-6.255785,944000000000
53.339523,-6.256093,968000000000
53.339233,-6.256286,983000000000
53.338943,-6.256527,1004000000000
53.338341,-6.254354,1022000000000
53.338154,-6.253705,1045000000000
53.337528,-6.250806,1063000000000
53.336933,-6.249219,1082000000000
53.336933,-6.249219,1102000000000
53.335262,-6.246596,1143000000000
53.334343,-6.245598,1165000000000
53.333675,-6.244524,1184000000000
53.333508,-6.244112,1202000000000
53.333282,-6.243557,1223000000000
53.333252,-6.243485,1243000000000
53.333202,-6.243364,1264000000000
53.332569,-6.243625,1283000000000
53.331993,-6.243875,1305000000000
53.32885,-6.245188,1342000000000
53.3284,-6.245382,1367000000000
53.327976,-6.245182,1383000000000
53.325825,-6.242036,1418000000000
53.324306,-6.239996,1437000000000
53.32402,-6.239619,1457000000000
53.322834,-6.238073,1477000000000
53.322594,-6.237721,1498000000000
53.321651,-6.235446,1518000000000
53.319702,-6.232755,1534000000000
53.319702,-6.232755,1557000000000
53.317772,-6.229967,1577000000000
53.317772,-6.229967,1596000000000
53.314499,-6.224616,1616000000000
53.314404,-6.224324,1637000000000
53.313976,-6.223236,1657000000000
53.313976,-6.223236,1678000000000
