53.381317,-6.245199,8000000000
53.381931,-6.244804,31000000000
53.382141,-6.244673,46000000000
53.382141,-6.244673,68000000000
53.382141,-6.244673,91000000000
53.382156,-6.244663,108000000000
53.382065,-6.24336,127000000000
53.381821,-6.242445,147000000000
53.381382,-6.240629,168000000000
53.381226,-6.239977,186000000000
53.381226,-6.239977,207000000000
53.381226,-6.239977,227000000000
53.381142,-6.239152,247000000000
53.382881,-6.237671,266000000000
53.384773,-6.235727,290000000000
53.385315,-6.2335,307000000000
53.385593,-6.233559,327000000000
53.3862,-6.233965,347000000000
53.38689,-6.234598,366000000000
53.387825,-6.236428,388000000000
53.387886,-6.237651,407000000000
53.387848,-6.238782,427000000000
53.387535,-6.240965,448000000000
53.38755,-6.243357,480000000000
53.38781,-6.244637,489000000000
53.388077,-6.245048,507000000000
53.388103,-6.245088,528000000000
53.388206,-6.24525,548000000000
53.388359,-6.245482,587000000000
53.389111,-6.246009,605000000000
53.389198,-6.246043,626000000000
53.389801,-6.246276,647000000000
53.390762,-6.246427,667000000000
53.39246,-6.246084,688000000000
53.39246,-6.246084,706000000000
53.393658,-6.24583,727000000000
53.395084,-6.245525,747000000000
53.396049,-6.245337,767000000000
53.396049,-6.245337,790000000000
53.396694,-6.245209,806000000000
53.396694,-6.245209,826000000000
53.396694,-6.245209,847000000000
53.397423,-6.244948,866000000000
53.399139,-6.244027,886000000000
53.401325,-6.242837,907000000000
53.403111,-6.240919,927000000000
53.404087,-6.240226,969000000000
53.405403,-6.239182,988000000000
53.407063,-6.237859,1006000000000
53.407963,-6.237669,1029000000000
53.410076,-6.238675,1045000000000
53.412384,-6.239069,1068000000000
53.414951,-6.239217,1088000000000
53.41658,-6.239082,1107000000000
53.416607,-6.239067,1127000000000
53.41729,-6.238559,1147000000000
53.420746,-6.232941,1186000000000
53.421616,-6.231809,1208000000000
53.423164,-6.230722,1229000000000
53.424267,-6.233513,1245000000000
53.424599,-6.234632,1274000000000
53.424599,-6.234632,1289000000000
53.424931,-6.23575,1307000000000
53.425404,-6.237319,1326000000000
53.42551,-6.237655,1348000000000
53.426289,-6.240054,1371000000000
53.427002,-6.241654,1387000000000
53.427002,-6.241654,1414000000000
53.427002,-6.241654,1437000000000
53.427105,-6.241607,1457000000000
53.427937,-6.24242,1473000000000
53.428516,-6.243245,1496000000000
53.428516,-6.243245,1514000000000
53.428516,-6.243245,1555000000000
53.428516,-6.243245,1594000000000
53.427868,-6.241833,1604000000000
53.427868,-6.241833,1614000000000
53.427868,-6.241833,1635000000000
53.427868,-6.241833,1657000000000
53.427868,-6.241833,1666000000000
53.427868,-6.241833,1674000000000
53.427868,-6.241833,1696000000000
53.427849,-6.241833,1714000000000
53.427849,-6.241833,1727000000000
53.427849,-6.24185,1735000000000
53.427849,-6.24185,1755000000000
53.427868,-6.241833,1778000000000
53.427868,-6.241833,1786000000000
53.427868,-6.24185,1795000000000
53.427868,-6.24185,1813000000000
53.427883,-6.2419,1834000000000
53.427883,-6.2419,1848000000000
53.427898,-6.241917,1854000000000
53.427898,-6.241917,1877000000000
53.427917,-6.241917,1893000000000
53.427917,-6.241917,1909000000000
53.427917,-6.241933,1915000000000
53.427898,-6.241933,1936000000000
53.427898,-6.241933,1954000000000
53.427898,-6.241933,1969000000000
53.427898,-6.241933,1975000000000
53.427898,-6.241933,1995000000000
53.427898,-6.241917,2014000000000
53.427898,-6.241917,2028000000000
53.427898,-6.241933,2034000000000
53.427898,-6.241933,2053000000000
53.427917,-6.241933,2073000000000
53.427917,-6.241933,2087000000000
53.427917,-6.241933,2094000000000
53.427917,-6.241917,2116000000000
53.427917,-6.241917,2135000000000
53.427917,-6.241917,2149000000000
53.427898,-6.241917,2153000000000
53.427898,-6.241933,2174000000000
53.427898,-6.241933,2194000000000
53.427898,-6.241933,2209000000000
53.427898,-6.241933,2215000000000
53.427898,-6.241933,2233000000000
53.427917,-6.241933,2253000000000
53.427917,-6.241933,2270000000000
53.427917,-6.241917,2274000000000
53.427917,-6.241917,2294000000000
53.427898,-6.241933,2317000000000
53.427898,-6.241933,2331000000000
53.427917,-6.241933,2333000000000
53.427898,-6.241917,2354000000000
53.428017,-6.24205,2374000000000
53.428032,-6.24205,2395000000000
53.428032,-6.242033,2413000000000
53.428032,-6.242033,2434000000000
